Processes: 212 total, 4 running, 6 stuck, 202 sleeping, 1019 threads 
2014/07/31 06:55:02
Load Avg: 2.07, 2.75, 2.64 
CPU usage: 32.91% user, 45.56% sys, 21.51% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46292 total, 1220M resident, 72M private, 346M shared.
PhysMem: 3004M used (1134M wired), 19M unused.
VM: 528G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360782/25G in, 29845626/18G out.
Disks: 978252/21G read, 388862/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW    POWER USER           
561    CalendarAgent    0.0  00:26.44 4    0   160    180    18M    16M+   0B     4980K  66M+   2461M  561   424   sleeping 501 80033     834      43488     24489     188101    95411     127367     4742    3749K  115K   489       0.0   tgreen         
552    secd             0.0  00:00.93 2    1   74     51     888K   684K+  0B     676K   45M+   2435M  552   424   sleeping 501 5183      159      3625      2341      23189     4880      9470       313     1865K  191K   157       0.0   tgreen         
550    identityservices 0.0  00:03.21 4    0   118    82     2000K  1448K+ 0B     3164K  38M+   2439M  550   424   sleeping 501 15616     397      12860     6415      49103     32311     29583      1416    2856K  1677K  257       0.0   tgreen         
548    com.apple.dock.e 0.0  00:01.31 3    0   145    119    2160K  1508K+ 0B     2728K  53M+   2460M  548   1     sleeping 501 13718     552      22253     5844      38103     39627     36726      182     2204K  -3M    492       0.0   tgreen         
543    com.apple.intern 0.0  00:03.80 3    0   183    228    5444K  3980K+ 0B     5604K  45M+   2484M  543   1     sleeping 501 25683     813      28909     10215     57160     56891     48989      1487    3053K  -3M    531       0.0   tgreen         
542    imagent          0.0  00:03.06 4    0   104    132    3488K  2152K+ 0B     3016K  23M-   2442M  542   424   sleeping 501 15773     383      24268     12371     56974     54914     39375      2164    2937K  13M    377       0.0   tgreen         
537    com.apple.IconSe 0.0  00:04.14 4    3   97-    281    4060K  3416K+ 0B     188M   231M+  2600M  537   1     sleeping 501 79361     233      7919      9627+     100475+   17260+    49121+     720     7194K- 7688K- 655       0.0   tgreen         
536    com.apple.ShareK 0.0  00:02.22 3    0   150    184    1760K  1180K+ 0B     13M    62M+   2470M  536   1     sleeping 501 134567    3499     24190     6772      41444     42338     38667      5284    2330K  -3M    504       0.0   tgreen         
534    soagent          0.0  00:01.86 2    0   121    116    3656K  3044K+ 0B     4816K  50M+   2455M  534   424   sleeping 501 20910     470      6583      4284      19400     16497     15512      1022    1691K  -687K  166       0.0   tgreen         
533    filecoordination 0.0  00:00.15 2    1   91     43     780K   524K+  0B     460K   53M+   2434M  533   1     sleeping 0   2951      121      436       493       4756      1268      2310       165     356K   -13K   17        0.0   root           
531    NotificationCent 0.0  00:12.61 5    2   250    382    9132K  7404K+ 0B     4584K  59M+   2524M  531   424   sleeping 501 39941     464      69248     31469     121771    154665    109609     2288    4748K  -7M    1222      0.0   tgreen         
530    usernoted        0.0  00:02.88 2    0   127    57     2472K  2192K+ 0B     2460K  53M+   2435M  530   424   sleeping 501 11485     174      5166      3534      42498     12509     20674      451     2757K  1896K  286       0.0   tgreen         
529    ubd              0.0  00:05.16 10   0   145    91     4780K  4312K+ 0B     2388K  55M+   2446M  529   424   sleeping 501 24470     353      10459     5701      104122    18007     53919      1240    2554K  1215K  255       0.0   tgreen         
528    librariand       0.0  00:00.70 2    0   78     54     1176K  904K+  0B     1516K  63M+   2444M  528   424   sleeping 501 6317      312      5577      3386      17307     12862     10073      330     315K   1204K  15        0.0   tgreen         
526    tccd             0.0  00:23.43 2    1   51     69     2688K  2156K+ 0B     23M    52M+   2444M  526   424   sleeping 501 41605     160      9186      3775      130279    14700     44465      210     2372K  7555K  149       0.0   tgreen         
525    sharingd         0.0  00:00.38 3    0   67     83     1248K  972K+  0B     3092K  57M+   2440M  525   424   sleeping 501 9131      380      1131      556       8839      2321      4799       827     1261K  659K   96        0.0   tgreen         
523    fontd            0.0  00:09.57 2    0   90     144    2216K  1764K+ 0B     3188K  45M+   2466M  523   424   sleeping 501 76117     404      56545     46034     330049    211511    131720     564     1240K  -6M    475       0.0   tgreen         
521    pboard           0.0  00:00.01 1    0   24     33     28K    16K    0B     528K   43M+   2403M  521   424   sleeping 501 425       99       385       30        249       781       736        5       115K   27K    0         0.0   tgreen         
520    xpcd             0.0  00:10.97 6    5   52     95     2708K  2528K+ 0B     2724K  48M+   2439M  520   1     sleeping 501 65567     602      22208     19753     629825    80715     119553     92      13M    29M    1127      0.0   tgreen         
517    coreaudiod       1.2  00:41.18 7    0   507    141    5336K  4968K+ 0B     3216K  51M+   2448M  517   1     sleeping 202 49839     435      826726+   100975    1510509+  1535736+  1167997+   2832    2803K  4544K  69209+    2.8   _coreaudiod    
515    SystemUIServer   0.1  01:39.97 7    2   322    548    13M    11M+   0B     11M    51M+   2524M  515   424   sleeping 501 105504+   689      337508+   175943+   821965+   1106126+  515399+    8272+   7213K  -11M-  23889+    0.2   tgreen         
514    Dock             0.0  00:25.00 5    2   299    1411   17M    12M+   0B     50M    85M+   2541M  514   424   sleeping 501 443578    402      427558    201904    254417    454085    243346     12845   6229K  18M    1948      0.0   tgreen         
511    iThoughtsX       0.0  00:02.24 3    0   171    162    10M    3580K+ 0B     7836K  47M+   2505M  511   424   sleeping 501 22290     531      32965     11453     34616     47947     41415      592     2326K  -3M    524       0.0   tgreen         
510    Keynote          0.0  00:16.17 5    0   218    1456   57M    40M+   0B     41M    170M+  3037M  510   424   sleeping 501 175653    8244     57112     20451     163288    98302     144834     12707   4413K  4043K  613       0.0   tgreen         
509    Messages         0.0  00:20.54 9    0   387    905    24M    13M+   0B     23M    201M+  3632M  509   424   sleeping 501 175886    1972     118096    50740     142452    230435    130935     9483    3896K  -1M    2146      0.0   tgreen         
507    iTerm            4.6  26:44.20 8    1   245    411    25M+   9984K+ 88K    14M-   89M+   2591M  507   424   sleeping 501 78334+    1095     620309+   196302+   20085141+ 29242069+ 2036698+   5194    5524K  -8M-   79131+    4.7   tgreen         
506    OmniFocus        0.0  00:25.41 10   2   289    1312   58M    32M-   0B     34M    218M+  2721M  506   424   sleeping 501 172259    1657     88099     35015     200262    146626    120159     6541    3697K  13M    1032      0.0   tgreen         
505    Reeder           0.0  01:05.02 12   0   262    1824   37M    4272K- 0B     86M    465M-  3799M  505   424   sleeping 501 504967    4879     198049    101563    367874    1108522   489050     10302   4465K  3847K  76071     0.0   tgreen         
504    Evernote         0.0  04:53.27 15   2   321    3990   207M   198M+  0B     217M   833M+  4172M  504   424   sleeping 501 806083    5415     271026    101171    1871469+  791676    786109+    20865   12M    52M    8886      0.0   tgreen         
503    Path Finder      0.3  03:54.96 11   4   342    1355   37M    20M-   0B     37M    143M-  2675M  503   424   sleeping 501 1158348+  43916    962307+   454735+   2900625+  3174411+  1700181+   13698   17M    -149M- 17694     0.3   tgreen         
502    Airmail          0.0  04:23.70 14   5   574    2199   68M    38M+   24K    51M    257M+  3938M  502   424   sleeping 501 739700    6294     308209    86144     1501806   698918    625051     22402   12M    45M    9603      0.0   tgreen         
499    UserEventAgent   0.0  00:05.98 6    2   287    210    3476K  2864K+ 0B     2960K  65M+   2450M  499   424   sleeping 501 46442     382      112215    55993     94741     117284    80483      548     7024K  -14M   849       0.0   tgreen         
447    securityd_servic 0.0  00:00.33 2    1   30     45     348K   252K+  0B     660K   53M+   2434M  447   1     sleeping 0   1705      102      9595      5734      10669     6226      4936       21      690K   -833K  47        0.0   root           
446    mdflagwriter     0.0  00:00.02 2    1   21     48     8192B  4096B  0B     684K   53M+   2411M  446   444   sleeping 0   926       60       104       43        883       323       148        0       206K   38K    6         0.0   root           
444    launchd          0.0  00:00.04 2    0   62     39     280K   208K   0B     304K   47M    2413M  444   1     sleeping 0   725       137      2062      687       2359      1948      942        0       157K   48K    18        0.0   root           
442    distnoted        0.0  00:00.42 6    4   52     43     596K   460K+  0B     292K   55M+   2435M  442   435   sleeping 89  3881      95       509       3172      26018     1519      13947      0       3372K  -2M    320       0.0   _spotlight     
435    launchd          0.0  00:00.46 2    0   67     39     316K   412K   0B     276K   55M    2413M  435   1     sleeping 89  8856      6092     23471     9317      28074     20491     7342       1       2708K  1893K  26        0.0   _spotlight     
434    cfprefsd         0.0  01:28.20 5    4   228-   214    2280K  2088K+ 0B     3760K  69M+   2456M  434   424   sleeping 501 11481350  90       77636     79441+    1403569+  105914+   547728+    22167   12M-   71M-   2053      0.0   tgreen         
433    distnoted        0.3  01:08.36 10   8   255+   58+    9964K+ 9820K+ 0B     3828K  55M+   2443M+ 433   424   sleeping 501 36237+    100      68153+    87833+    650475+   123612+   523127+    3       35M+   -8M+   3433      0.3   tgreen         
424    launchd          0.9  01:52.93 2    0   623    40     792K   732K   0B     1124K  55M    2414M  424   1     sleeping 501 84920+    37414    2666645+  192308+   10616179+ 4178099+  3608642+   42      13M-   -3M-   96        0.9   tgreen         
313    racoon           0.0  00:00.66 2    1   28     41     560K   420K+  0B     376K   53M+   2412M  313   1     sleeping 0   4768      95       1297      622       27053     2004      8795       264     4896K  1230K  983       0.0   root           
308    suhelperd        0.0  00:00.12 2    0   47     50     444K   284K+  0B     1248K  53M+   2412M  308   1     sleeping 0   3031      171      1469      690       5971      2432      3306       15      1357K  274K   47        0.0   root           
306    softwareupdated  0.0  00:00.56 2    0   72     68     964K   768K+  0B     11M    51M+   2440M  306   1     sleeping 200 9171      251      2968      1410      9151      3609      4411       306     1443K  701K   123       0.0   _softwareupdate
284    tccd             0.0  00:05.58 2    1   45     59     2788K  2380K+ 0B     2572K  54M+   2458M  284   1     sleeping 0   12869     153      1948      1933      67432     4467      22672      494     3145K  3006K  216       0.0   root           
259    gkbisd           0.0  00:10.87 2    1   47     311    1168K  968K+  0B     35M    91M+   2473M  259   1     sleeping 0   21953     129      3856      2828      252583    7126      153460     64      2683K  2395K  222       0.0   root           
252    com.apple.CodeSi 0.0  00:02.59 4    3   31     48     692K   524K+  0B     1016K  54M+   2413M  252   1     sleeping 0   30002     197      4476      5850      88729     10123     26982      7       2945K  2098K  136       0.0   root           
245    socketfilterfw   0.0  00:59.92 3    0   59     82     11M    11M+   0B     61M    98M+   2488M  245   1     sleeping 0   88846     144      15374     2279      382054    34269     143092     184     2198K  28M    312       0.0   root           
243    sysmond          0.0  00:01.33 2    1   23     39     152K   152K   0B     1840K  53M+   2411M  243   1     sleeping 0   4077      85       31554     16078     68728     46452     3558       31      698K   34K    66        0.0   root           
242    pacemaker        0.0  00:03.74 3    2   23     39     320K   220K+  0B     164K   54M+   2412M  242   1     sleeping 0   1551      70       211       174       224860    1052      121487     9       1518K  186K   11328     0.0   root           
241    SystemStarter    0.0  00:00.07 2    0   31     35     220K   132K   0B     384K   53M    2411M  241   1     sleeping 0   1850      145      1272      626       5570      1928      3106       2       1343K  190K   45        0.0   root           
239    cron             0.0  00:00.18 1    0   19     29     140K   188K   0B     320K   20M    2387M  239   1     sleeping 0   6390      4211     2506      1247      3854      1308      1256       26      3864K  2297K  248       0.0   root           
236    ntpd             0.0  00:00.21 2    0   27     39     272K   208K+  0B     424K   45M+   2411M  236   1     sleeping 0   1818      245      626       141       6143      683       993        355     344K   435K   116       0.0   root           
235    usbd             0.0  00:00.52 2    0   60     37     592K   396K+  0B     356K   53M+   2433M  235   1     sleeping 0   3392      120      9850      5921      6200      24723     8183       36      202K   -852K  661       0.0   root           
231    CVMServer        0.0  00:00.24 3    2   134    52     532K   356K-  32K    260K   -43M+  2484M  231   1     sleeping 0   2141      80       3123      2140      10228     4749      6276       63      1488K  222K   274       0.0   root           
229    mds_stores       0.3  04:01.27 8    3   81+    418+   9960K+ 13M+   24K    27M-   506M+  3109M+ 229   1     stuck    0   1595000+  12109    180729+   120054+   3031280+  553763+   1047623+   469897+ 22M+   25M+   7191+     0.4   root           
225    networkd_privile 0.0  00:00.20 2    1   26     37     356K   248K+  0B     256K   53M+   2411M  225   1     sleeping 0   1903      87       1218      1541      13049     4806      6412       6       1956K  83K    89        0.0   root           
219    networkd         0.0  00:03.21 2    0   97     51     1112K  844K+  0B     564K   45M+   2411M  219   1     sleeping 24  5446      184      59407     31382     117652    100230    69346      314     3329K  -3M    770       0.0   _networkd      
181    ocspd            0.0  01:41.83 5    0   76     184    2888K  2348K+ 0B     2576K  62M+   2475M  181   1     sleeping 0   648466    1550     66555     4167      220374    238418    126801     3315    2928K  -50M   556       0.0   root           
110    WindowServer     5.7  22:37.31 4    0   678    5418   66M+   39M-   16K    57M    193M-  3644M  110   1     sleeping 88  5566809+  12076    14863300+ 5208420+  857555+   13202082+ 13865983+  5096    20M-   590M+  1375630+  8.1   _windowserver  
90     iStatMenusDaemon 0.0  01:29.25 4    0   40     59     1076K  884K+  0B     7016K  58M+   2417M  90    1     sleeping 0   14735     522      355759+   251550    1082953+  1415465+  349919+    222     1392K  -4M    39779+    0.0   root           
88     fitbitd          0.0  00:05.23 6    1   58     53     752K   508K+  0B     496K   65M+   2448M  88    1     sleeping -2  10738     191      8790      1360      215165    23184     141041     627     6728K  2275K  35604     0.0   nobody         
87     leapd            0.0  33:39.44 17   0   118    108    1556K  1300K+ 0B     24M    79M+   2442M  87    1     sleeping 0   138202    250      51374775  25746094  37542627+ 34617611  21920417+  3757    2187K  2734M  102161+   0.2   root           
85     airportd         0.0  00:03.28 3    0   92     55     2984K  2656K+ 0B     2540K  57M+   2439M  85    1     sleeping 0   9778      148      31615     15088     39087     40564     22710      492     2446K  -2M    1700      0.0   root           
84     aosnotifyd       0.0  00:00.80 4    0   93     68     1648K  1400K+ 0B     2060K  54M+   2437M  84    1     sleeping 0   6755      236      6494      3919      16932     14443     12602      365     2300K  277K   165       0.0   root           
83     apsd             0.0  00:01.88 4    0   122    65     2776K  2248K+ 0B     1096K  45M+   2436M  83    1     sleeping 0   9835      220      16143     9151      38311     44241     25487      1044    2476K  1564K  447       0.0   root           
82     autofsd          0.0  00:00.10 2    1   32     41     324K   208K+  0B     508K   53M+   2411M  82    1     sleeping 0   2374      129      2465      1241      5889      2585      3493       16      1559K  449K   91        0.0   root           
81     awacsd           0.0  00:00.61 5    2   94     67     1872K  1556K+ 0B     1300K  54M+   2436M  81    1     sleeping 0   6998      230      5739      3174      14324     9145      9137       713     1655K  800K   151       0.0   root           
80     backupd-helper   0.0  00:00.28 2    0   55     41     856K   604K+  0B     524K   53M+   2411M  80    1     sleeping 0   3696      120      4509      2020      7928      6412      5488       124     1536K  140K   130       0.0   root           
79     blued            0.0  00:02.15 3    0   94     111    1572K  976K+  0B     2408K  21M-   2434M  79    1     sleeping 0   17858     430      31818     15564     15582     35510     11217      709     1867K  1290K  308       0.0   root           
76     appleeventsd     0.0  00:01.57 5    4   233    54     1004K  820K+  0B     1352K  55M+   2436M  76    1     sleeping 55  9880      156      12561     9889      75047     28103     45709      117     6487K  338K   422       0.0   _appleevents   
75     launchservicesd  0.0  01:26.42 8    7   538    70     7592K  7344K+ 0B     7676K  70M+   2452M  75    1     stuck    0   127872    121      609541    520972    2042602   707557    1754586    305     9095K  273M   611       0.0   root           
71     dynamic_pager    0.0  00:00.02 1    0   18     27     20K    16K+   0B     372K   9652K+ 2376M  71    1     sleeping 0   324       69       30        14        108       65        36         0       91K    1836K  0         0.0   root           
69     fseventsd        0.9  03:51.83 15   0   291    84     3088K+ 2920K+ 0B     10M-   271M+  2630M  69    1     sleeping 0   982942+   79       488161+   4262      6973624+  2428547+  7404227+   69      11M-   681M+  178609+   1.1   root           
68     hidd             0.0  00:37.94 3    0   92     50     1480K  1236K+ 0B     792K   53M+   2412M  68    1     sleeping 0   4734      121      1011608   467168    167977    759522    327122     427     1634K  714K   1862      0.0   root           
66     kdc              0.0  00:00.22 2    1   51     54     620K   456K+  0B     740K   53M+   2412M  66    1     sleeping 0   2635      132      2571      1276      6951      2721      3524       98      1388K  259K   103       0.0   root           
65     KernelEventAgent 0.0  00:00.03 3    0   29     37     176K   84K+   0B     348K   45M+   2411M  65    1     sleeping 0   1215      72       115       15        1485      448       255        42      146K   91K    1         0.0   root           
64     locationd        0.0  00:24.61 8    0   126    356    6448K  4820K+ 0B     20M    32M+   2471M  64    1     sleeping 205 38701     562      49682     24963     182436    74564     72288      2006    5251K  9416K  1141      0.0   _locationd     
63     logind           0.0  00:00.03 2    0   46     36     528K   364K   0B     380K   53M    2411M  63    1     sleeping 0   1711      170      189       113       835       429       533        38      281K   110K   5         0.0   root           
62     loginwindow      0.0  00:07.94 4    2   367    214    6736K  5412K+ 0B     11M    67M+   2522M  62    1     sleeping 501 78853     521      179385    96281     148290    232219    115604     2488    5415K  -17M   3740      0.0   tgreen         
59     mDNSResponder    0.0  00:09.30 5    0   93     66     20M    20M+   0B     2144K  57M+   2439M  59    1     sleeping 65  18081     157      13264     6479      528680+   16716     112820+    630     3464K- -4M-   4562+     0.1   _mdnsresponder 
58     mds              1.7  03:01.09 11   6   265+   307+   11M+   10M+   0B     24M-   120M+  2562M+ 58    1     sleeping 0   582198+   1002     228665+   197179+   8758071+  820551+   3926012+   1931+   13M+   173M-  145311+   1.9   root           
57     mtmd             0.0  00:39.38 3    1   73     88     11M    10M+   0B     24M    83M+   2465M  57    1     sleeping 0   120248    199      72313     27758     1323854+  114324    208608+    479     5343K  78M    615       0.0   root           
56     mtmfs            0.0  01:54.60 3    0   63     69     7700K  7360K+ 0B     15M    84M+   2466M  56    1     sleeping 0   509184    183      23136     10718     7657541+  62480     79560+     409     1931K  2906K  3111      0.0   root           
51     revisiond        0.0  00:00.91 4    1   50     49     464K   304K+  0B     4548K  52M+   2422M  51    1     sleeping 0   4268      120      293       211       3960      789       65313+     348     457K   1517K  57        0.0   root           
49     SleepServicesD   0.0  00:00.26 2    0   38     34     720K   540K+  0B     464K   53M+   2411M  49    1     sleeping 0   3472      100      4592      2179      8159      5940      5289       32      2038K  242K   140       0.0   root           
46     stackshot        0.0  00:00.08 3    0   44     39     444K   280K+  0B     320K   45M+   2411M  46    1     sleeping 0   1947      73       1351      678       5824      2146      3411       3       1365K  193K   104       0.0   root           
43     usbmuxd          0.0  00:00.17 3    0   51     45     500K   312K+  0B     728K   55M+   2422M  43    1     sleeping 213 2635      192      2731      1301      7884      3993      4582       169     1431K  455K   86        0.0   _usbmuxd       
42     warmd            0.0  00:00.98 5    3   42     57     1008K  820K+  0B     4544K  58M+   2416M  42    1     sleeping 0   7264      169      1667      2556      18121     2720      14722      129     3579K  -1M    173       0.0   root           
39     coreservicesd    0.0  00:20.11 5    1   378-   408-   4276K- 3060K  0B     4516K  41M    2469M- 39    1     sleeping 0   63794+    3837     453438+   173902+   609327+   832065+   308817+    2561    9437K+ -12M-  5109+     0.0   root           
38     authd            0.0  00:01.62 7    6   88     75     2012K  1728K+ 0B     1784K  56M+   2438M  38    1     stuck    0   7232      231      5817      5513      27068     17725     16275      1033    1555K  459K   64        0.0   root           
25     xpcd             0.0  00:00.34 2    0   26     46     8192B  0B-    0B     2108K  46M+   2412M  25    1     sleeping 0   4310      138      1202      1070      17627     4149      6185       6       416K   210K   25        0.0   root           
24     cfprefsd         0.5  02:58.17 7    6   317-   101    4608K  4428K+ 0B     19M    64M+   2430M  24    1     sleeping 0   15446     82       940177+   1011282+  15190440+ 1432048+  6206654+   118     8667K+ -116M- 1276      0.5   root           
22     opendirectoryd   0.8  02:41.54 13   12  805-   165    4788K  4600K+ 0B     7020K  67M+   2457M  22    1     sleeping 0   29286     1547     707119+   915978+   13561903+ 1441260+  7148573+   1284    4699K- -59M-  1039      0.8   root           
21     distnoted        0.0  00:25.30 6    4   158    44     2436K  2296K+ 0B     644K   55M+   2435M  21    1     sleeping 0   6792      81       141567+   341626+   2281470+  348199+   1254627+   76      4621K  -88M-  350       0.0   root           
19     syslogd          0.0  00:26.89 7    6   155    51     1788K+ 1668K+ 0B     772K-  58M+   2424M  19    1     sleeping 0   154824+   60       3939      2463      1063464+  757863+   661902+    83      3268K  -73M-  690       0.0   root           
18     configd          0.0  01:02.58 8    2   504    126    3568K  2812K+ 0B     1512K  24M-   2438M  18    1     sleeping 0   257274    347      1212703+  607673+   1175695+  2027858+  751316+    977     7769K  116M+  572       0.0   root           
17     powerd           0.0  00:05.13 2    0   97     39     884K   664K+  0B     332K   53M+   2433M  17    1     sleeping 0   17080     96       85750     27436     168675    173458    110577     356     4672K  449K   2641      0.0   root           
16     diskarbitrationd 0.0  00:20.75 3    1   152    40     964K   780K   0B     480K   45M    2411M  16    1     sleeping 0   48779     3610     360339    150176    316177    791189    215641     146     4588K  60M    2017      0.0   root           
15     securityd        0.0  00:11.27 4    0   198    100    2052K  1596K+ 0B     2416K  22M+   2437M  15    1     sleeping 0   77042     387      87185     7883      259277    285303    105815     866     2763K  -15M   449       0.0   root           
14     notifyd          1.2  03:04.04 4    3   209-   48     1224K  1128K+ 0B     184K   56M+   2422M  14    1     sleeping 0   1115519+  62       1706045+  1824843+  8555405+  8316515+  4544119+   57      3518K- -232M- 1866      1.2   root           
13     taskgated        0.3  02:04.41 5    1   46     62     2100K  1872K+ 0B     5000K  56M+   2438M  13    1     sleeping 0   1423659+  116      511780+   127643+   8690776+  921860+   452292+    731     3152K  66M+   139       0.3   root           
12     kextd            0.0  00:05.81 2    0   66     107    1596K  1076K+ 0B     4780K  21M-   2435M  12    1     sleeping 0   47809     897      13040     6959      69860     16138     17892      4208    2082K  180M   147       0.0   root           
11     UserEventAgent   0.0  00:09.00 5    0   326    132    2196K  1824K+ 0B     4032K  54M+   2436M  11    1     sleeping 0   56789     243      190594    90296     266868    298731    256956     501     41M    -16M   4158      0.0   root           
1      launchd          1.3  03:30.41 3    0   2391-  95-    4192K- 4148K+ 0B     1540K  60M-   2418M- 1     0     sleeping 0   811126+   217007+  6012801+  1571023+  16732360+ 8563597+  4838606+   638     75M+   -478M- 1445      1.3   root           
0      kernel_task      4.9  01:43:04 80/4 0   2      681+   513M+  32M    0B     0B     41M    7647M+ 0     0     running  0   16335     0        72899688+ 60099554+ 0         0         324289490+ 0       -2G+   0B     23698398+ 0.0   root           
Processes: 210 total, 2 running, 2 stuck, 206 sleeping, 1032 threads 
2014/07/31 06:55:07
Load Avg: 2.06, 2.74, 2.63 
CPU usage: 19.38% user, 13.65% sys, 66.96% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46174 total, 1105M resident, 72M private, 374M shared.
PhysMem: 2959M used (1136M wired), 65M unused.
VM: 524G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360804/25G in, 29845676/18G out.
Disks: 978898/21G read, 389169/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT  VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW     POWER USER           
77217  USBAgent         0.0  00:00.02 2    1   39     46     68K    32K    0B     1052K  45M    2412M  77217 424   sleeping 501 1807      179      137       68        665       285       202        4       210K   51K    5         0.0   tgreen         
76067  Transporter Desk 4.8  88:28.81 28   16  275    428+   25M    24M    0B     58M    246M   2699M+ 76067 424   sleeping 501 1140035+  4250     2496758+  1519899+  71410160+ 6264367+  6993055+   2947    17M+   -285M+ 136376+   6.4   tgreen         
71772  check_afp        0.0  00:05.44 4    0   48     41     492K   308K   0B     436K   45M    2411M  71772 1     sleeping 0   2091      85       1873      633       12384     7437      8266       18      1247K  208K   415       0.0   root           
71672  AirPlayUIAgent   0.0  00:01.16 3    0   195    78     1588K  1032K  0B     1288K  53M    2454M  71672 424   sleeping 501 10108     250      25564     8222      35983     41507     36743      62      2211K  -2M    495       0.0   tgreen         
69170  com.connecteddat 0.0  00:00.01 2    0   25     45     976K   328K-  0B     0B     29M-   2403M  69170 1     sleeping 0   1342      172      39        16        299       96        29         0       175K   37K    0         0.0   root           
68785  top              12.4 00:00.65 1/1  0   23     41     2348K+ 2128K+ 0B     0B     45M    2403M  68070 1     running  0   6870+     82       429087+   214540+   2720+     222996+   280+       3       141K   61K+   2+        12.4  root           
68467  mdworker         0.0  00:00.13 7    3   56     64     2472K  1728K  0B     0B     48M    2439M  68467 435   sleeping 89  2658      194      490       215       2005      535       564        10      217K   896K   5         0.0   _spotlight     
68466  mdworker         0.0  00:00.12 6    3   54     60     2316K  1576K  0B     0B     47M    2438M  68466 435   sleeping 89  2160      200      515       227       1807      558       577        5       208K   960K   8         0.0   _spotlight     
68465  mdworker         1.0  00:00.12 7    3   56     64-    1960K+ 1220K+ 0B     0B     48M-   2439M- 68465 435   sleeping 89  2505+     205      490+      216+      1710+     536+      628+       123     211K-  1206K+ 15+       1.1   _spotlight     
66073  DiskUnmountWatch 0.0  00:00.05 2    1   34     49     488K   280K   0B     348K   45M    2411M  66073 424   sleeping 501 1673      133      147       61        1076      256       498        94      219K   92K    12        0.0   tgreen         
65692  System Events    0.0  00:00.15 3    0   128    109    3928K  2508K  0B     0B     45M    2471M  65692 424   sleeping 501 3945      373      1117      395       4015      2309      1132       77      259K   190K   7         0.0   tgreen         
64993  mdworker         0.0  00:00.10 4    1   53     59     2044K  1164K  0B     0B     46M    2417M  64993 424   sleeping 501 2110      234      546       245       1624      654       415        10      192K   513K   22        0.0   tgreen         
64133  CVMCompiler      0.0  00:00.39 2    1   34     77     16M    16M    0B     0B     65M    2461M  64133 424   sleeping 501 7494      248      79        38        972       188       304        1235    217K   -12K   1         0.0   tgreen         
63621  mdworker         0.0  00:00.16 5    1   52     58     2104K  1360K  0B     0B     46M    2438M  63621 435   sleeping 89  2442      206      667       287       2899      757       783        35      220K   1076K  21        0.0   _spotlight     
62128  VTDecoderXPCServ 0.0  00:00.11 2    0   51     77     2528K  1700K  0B     0B     58M    2453M  62128 1     sleeping 501 3448      277      637       274       1227      961       675        231     253K   171K   19        0.0   tgreen         
62098  com.apple.audio. 0.0  00:00.03 2    1   47     57     1456K  784K   0B     0B     45M    2413M  62098 1     sleeping 501 1710      206      212       82        922       387       284        21      190K   61K    0         0.0   tgreen         
62083  com.apple.audio. 0.0  00:00.02 2    1   31     46     1140K  580K   0B     0B     45M    2412M  62083 1     sleeping 501 1548      196      113       38        502       235       150        0       180K   43K    0         0.0   tgreen         
62082  mplayer          0.1  00:00.36 1    0   7      56     196K   156K   0B     0B     17M    2425M  62081 62081 sleeping 501 79        24       8         4         19222+    8483+     10058+     3       96K-   1377K+ 3744+     0.3   tgreen         
62081  mplayer          23.5 00:36.27 8    1   147    178    52M+   45M+   0B     0B     69M    2504M  62081 62043 sleeping 501 25947+    500      113780+   44663+    167119+   119657+   98148+     961     78K+   1398K+ 5433+     24.7  tgreen         
62065  QuickLookSatelli 0.0  00:00.29 2    0   52     71     3476K  1972K  0B     0B     38M    2416M  62065 1     sleeping 501 3171      321      455       209       2085      861       1246       424     207K   585K   13        0.0   tgreen         
62043  MPlayerX         5.2  00:10.94 10   4   226    318    24M+   3536K- 20K    52K    51M-   2811M  62043 424   sleeping 501 29445+    441      177672+   80573+    66824+    180493+   59315+     706     859K   -1M-   5368+     6.1   tgreen         
62042  quicklookd       0.0  00:00.32 4    0   80     75     4276K  2948K  0B     0B     556M   2948M  62042 424   sleeping 501 3270      286      392       144       3045      712       1126       264     252K   629K   7         0.0   tgreen         
61616  CVMCompiler      0.0  00:00.33 2    1   31     69     12M    11M    0B     0B     56M    2441M  61616 424   sleeping 501 6800      257      63        26        721       160       560        2801    198K   79K    0         0.0   tgreen         
